Year,Sex,Age,Bank account category,Unit measure,Unit multiplier,Observation status,Value
2014/15,Female,60 to 64,Credit Unions,Percentage (%),Units,Undefined,1.0
2015/16,Female,60 to 64,Credit Unions,Percentage (%),Units,Undefined,1.0
2016/17,Female,60 to 64,Credit Unions,Percentage (%),Units,Undefined,1.0
2017/18,Female,60 to 64,Credit Unions,Percentage (%),Units,Undefined,1.0
2013/14,Female,60 to 64,Any other type of asset,Percentage (%),Units,Undefined,1.0
2014/15,Female,60 to 64,Any other type of asset,Percentage (%),Units,Undefined,
2015/16,Female,60 to 64,Any other type of asset,Percentage (%),Units,Undefined,1.0
2016/17,Female,60 to 64,Any other type of asset,Percentage (%),Units,Undefined,1.0
2017/18,Female,60 to 64,Any other type of asset,Percentage (%),Units,Undefined,1.0
2013/14,Female,60 to 64,,Percentage (%),Units,Undefined,95.0
2014/15,Female,60 to 64,,Percentage (%),Units,Undefined,96.0
2015/16,Female,60 to 64,,Percentage (%),Units,Undefined,96.0
2016/17,Female,60 to 64,,Percentage (%),Units,Undefined,96.0
2017/18,Female,60 to 64,,Percentage (%),Units,Undefined,96.0
2013/14,Female,60 to 64,Any type of account (excluding POCAs),Percentage (%),Units,Undefined,94.0
2014/15,Female,60 to 64,Any type of account (excluding POCAs),Percentage (%),Units,Undefined,95.0
2015/16,Female,60 to 64,Any type of account (excluding POCAs),Percentage (%),Units,Undefined,95.0
2016/17,Female,60 to 64,Any type of account (excluding POCAs),Percentage (%),Units,Undefined,96.0
2017/18,Female,60 to 64,Any type of account (excluding POCAs),Percentage (%),Units,Undefined,96.0
2013/14,Female,60 to 64,No accounts (including POCAs),Percentage (%),Units,Undefined,5.0
2014/15,Female,60 to 64,No accounts (including POCAs),Percentage (%),Units,Undefined,4.0
2015/16,Female,60 to 64,No accounts (including POCAs),Percentage (%),Units,Undefined,4.0
2016/17,Female,60 to 64,No accounts (including POCAs),Percentage (%),Units,Undefined,4.0
2017/18,Female,60 to 64,No accounts (including POCAs),Percentage (%),Units,Undefined,4.0
2013/14,Female,60 to 64,No accounts (excluding POCAs),Percentage (%),Units,Undefined,6.0
2014/15,Female,60 to 64,No accounts (excluding POCAs),Percentage (%),Units,Undefined,5.0
2015/16,Female,60 to 64,No accounts (excluding POCAs),Percentage (%),Units,Undefined,5.0
2016/17,Female,60 to 64,No accounts (excluding POCAs),Percentage (%),Units,Undefined,4.0
2017/18,Female,60 to 64,No accounts (excluding POCAs),Percentage (%),Units,Undefined,4.0
2013/14,Female,60 to 64,Any Direct Payment Account (including POCAs),Percentage (%),Units,Undefined,95.0
2014/15,Female,60 to 64,Any Direct Payment Account (including POCAs),Percentage (%),Units,Undefined,96.0
2015/16,Female,60 to 64,Any Direct Payment Account (including POCAs),Percentage (%),Units,Undefined,95.0
2016/17,Female,60 to 64,Any Direct Payment Account (including POCAs),Percentage (%),Units,Undefined,96.0
2017/18,Female,60 to 64,Any Direct Payment Account (including POCAs),Percentage (%),Units,Undefined,96.0
2013/14,Female,60 to 64,Any Direct Payment Account (excluding POCAs),Percentage (%),Units,Undefined,94.0
2014/15,Female,60 to 64,Any Direct Payment Account (excluding POCAs),Percentage (%),Units,Undefined,94.0
2015/16,Female,60 to 64,Any Direct Payment Account (excluding POCAs),Percentage (%),Units,Undefined,93.0
2016/17,Female,60 to 64,Any Direct Payment Account (excluding POCAs),Percentage (%),Units,Undefined,95.0
2017/18,Female,60 to 64,Any Direct Payment Account (excluding POCAs),Percentage (%),Units,Undefined,95.0
2013/14,Female,65 to 74,Current account,Percentage (%),Units,Undefined,90.0
2014/15,Female,65 to 74,Current account,Percentage (%),Units,Undefined,93.0
2015/16,Female,65 to 74,Current account,Percentage (%),Units,Undefined,92.0
2016/17,Female,65 to 74,Current account,Percentage (%),Units,Undefined,94.0
2017/18,Female,65 to 74,Current account,Percentage (%),Units,Undefined,93.0
2013/14,Female,65 to 74,NS&I Savings Account,Percentage (%),Units,Undefined,2.0
2014/15,Female,65 to 74,NS&I Savings Account,Percentage (%),Units,Undefined,3.0
2015/16,Female,65 to 74,NS&I Savings Account,Percentage (%),Units,Undefined,4.0
2016/17,Female,65 to 74,NS&I Savings Account,Percentage (%),Units,Undefined,3.0
2017/18,Female,65 to 74,NS&I Savings Account,Percentage (%),Units,Undefined,4.0
2013/14,Female,65 to 74,Basic Bank account,Percentage (%),Units,Undefined,3.0
2014/15,Female,65 to 74,Basic Bank account,Percentage (%),Units,Undefined,3.0
2015/16,Female,65 to 74,Basic Bank account,Percentage (%),Units,Undefined,3.0
2016/17,Female,65 to 74,Basic Bank account,Percentage (%),Units,Undefined,3.0
2017/18,Female,65 to 74,Basic Bank account,Percentage (%),Units,Undefined,3.0
2013/14,Female,65 to 74,Post Office Card Account (POCA),Percentage (%),Units,Undefined,4.0
2014/15,Female,65 to 74,Post Office Card Account (POCA),Percentage (%),Units,Undefined,4.0
2015/16,Female,65 to 74,Post Office Card Account (POCA),Percentage (%),Units,Undefined,4.0
2016/17,Female,65 to 74,Post Office Card Account (POCA),Percentage (%),Units,Undefined,4.0
2017/18,Female,65 to 74,Post Office Card Account (POCA),Percentage (%),Units,Undefined,3.0
2013/14,Female,65 to 74,ISA,Percentage (%),Units,Undefined,51.0
2014/15,Female,65 to 74,ISA,Percentage (%),Units,Undefined,51.0
2015/16,Female,65 to 74,ISA,Percentage (%),Units,Undefined,51.0
2016/17,Female,65 to 74,ISA,Percentage (%),Units,Undefined,47.0
2017/18,Female,65 to 74,ISA,Percentage (%),Units,Undefined,45.0
2013/14,Female,65 to 74,Other Bank / Building Society account,Percentage (%),Units,Undefined,46.0
2014/15,Female,65 to 74,Other Bank / Building Society account,Percentage (%),Units,Undefined,45.0
2015/16,Female,65 to 74,Other Bank / Building Society account,Percentage (%),Units,Undefined,43.0
2016/17,Female,65 to 74,Other Bank / Building Society account,Percentage (%),Units,Undefined,42.0
2017/18,Female,65 to 74,Other Bank / Building Society account,Percentage (%),Units,Undefined,41.0
2013/14,Female,65 to 74,Stocks and shares / member of a Share Club,Percentage (%),Units,Undefined,14.0
2014/15,Female,65 to 74,Stocks and shares / member of a Share Club,Percentage (%),Units,Undefined,16.0
2015/16,Female,65 to 74,Stocks and shares / member of a Share Club,Percentage (%),Units,Undefined,18.0
2016/17,Female,65 to 74,Stocks and shares / member of a Share Club,Percentage (%),Units,Undefined,17.0
2017/18,Female,65 to 74,Stocks and shares / member of a Share Club,Percentage (%),Units,Undefined,16.0
2013/14,Female,65 to 74,Unit trusts,Percentage (%),Units,Undefined,4.0
2014/15,Female,65 to 74,Unit trusts,Percentage (%),Units,Undefined,4.0
2015/16,Female,65 to 74,Unit trusts,Percentage (%),Units,Undefined,5.0
2016/17,Female,65 to 74,Unit trusts,Percentage (%),Units,Undefined,5.0
2017/18,Female,65 to 74,Unit trusts,Percentage (%),Units,Undefined,4.0
2013/14,Female,65 to 74,Endowment Policy (not linked),Percentage (%),Units,Undefined,
2014/15,Female,65 to 74,Endowment Policy (not linked),Percentage (%),Units,Undefined,
2015/16,Female,65 to 74,Endowment Policy (not linked),Percentage (%),Units,Undefined,
2016/17,Female,65 to 74,Endowment Policy (not linked),Percentage (%),Units,Undefined,
2017/18,Female,65 to 74,Endowment Policy (not linked),Percentage (%),Units,Undefined,0.0
2013/14,Female,65 to 74,Premium Bonds,Percentage (%),Units,Undefined,25.0
2014/15,Female,65 to 74,Premium Bonds,Percentage (%),Units,Undefined,26.0
2015/16,Female,65 to 74,Premium Bonds,Percentage (%),Units,Undefined,25.0
2016/17,Female,65 to 74,Premium Bonds,Percentage (%),Units,Undefined,25.0
2017/18,Female,65 to 74,Premium Bonds,Percentage (%),Units,Undefined,25.0
2013/14,Female,65 to 74,National Savings Bonds,Percentage (%),Units,Undefined,5.0
2014/15,Female,65 to 74,National Savings Bonds,Percentage (%),Units,Undefined,5.0
2015/16,Female,65 to 74,National Savings Bonds,Percentage (%),Units,Undefined,10.0
2016/17,Female,65 to 74,National Savings Bonds,Percentage (%),Units,Undefined,9.0
2017/18,Female,65 to 74,National Savings Bonds,Percentage (%),Units,Undefined,7.0
2013/14,Female,65 to 74,Company Share Scheme / profit sharing,Percentage (%),Units,Undefined,
2014/15,Female,65 to 74,Company Share Scheme / profit sharing,Percentage (%),Units,Undefined,
2015/16,Female,65 to 74,Company Share Scheme / profit sharing,Percentage (%),Units,Undefined,
2016/17,Female,65 to 74,Company Share Scheme / profit sharing,Percentage (%),Units,Undefined,
2017/18,Female,65 to 74,Company Share Scheme / profit sharing,Percentage (%),Units,Undefined,
2013/14,Female,65 to 74,Credit Unions,Percentage (%),Units,Undefined,
2014/15,Female,65 to 74,Credit Unions,Percentage (%),Units,Undefined,1.0
2015/16,Female,65 to 74,Credit Unions,Percentage (%),Units,Undefined,1.0
2016/17,Female,65 to 74,Credit Unions,Percentage (%),Units,Undefined,1.0
2017/18,Female,65 to 74,Credit Unions,Percentage (%),Units,Undefined,1.0
2013/14,Female,65 to 74,Any other type of asset,Percentage (%),Units,Undefined,1.0
2014/15,Female,65 to 74,Any other type of asset,Percentage (%),Units,Undefined,1.0
2015/16,Female,65 to 74,Any other type of asset,Percentage (%),Units,Undefined,1.0
2016/17,Female,65 to 74,Any other type of asset,Percentage (%),Units,Undefined,1.0
2017/18,Female,65 to 74,Any other type of asset,Percentage (%),Units,Undefined,1.0
2013/14,Female,65 to 74,,Percentage (%),Units,Undefined,95.0
2014/15,Female,65 to 74,,Percentage (%),Units,Undefined,96.0
2015/16,Female,65 to 74,,Percentage (%),Units,Undefined,96.0
2016/17,Female,65 to 74,,Percentage (%),Units,Undefined,97.0
2017/18,Female,65 to 74,,Percentage (%),Units,Undefined,97.0
2013/14,Female,65 to 74,Any type of account (excluding POCAs),Percentage (%),Units,Undefined,93.0
2014/15,Female,65 to 74,Any type of account (excluding POCAs),Percentage (%),Units,Undefined,95.0
2015/16,Female,65 to 74,Any type of account (excluding POCAs),Percentage (%),Units,Undefined,95.0
2016/17,Female,65 to 74,Any type of account (excluding POCAs),Percentage (%),Units,Undefined,96.0
2017/18,Female,65 to 74,Any type of account (excluding POCAs),Percentage (%),Units,Undefined,96.0
2013/14,Female,65 to 74,No accounts (including POCAs),Percentage (%),Units,Undefined,5.0
2014/15,Female,65 to 74,No accounts (including POCAs),Percentage (%),Units,Undefined,4.0
2015/16,Female,65 to 74,No accounts (including POCAs),Percentage (%),Units,Undefined,4.0
2016/17,Female,65 to 74,No accounts (including POCAs),Percentage (%),Units,Undefined,3.0
2017/18,Female,65 to 74,No accounts (including POCAs),Percentage (%),Units,Undefined,3.0
2013/14,Female,65 to 74,No accounts (excluding POCAs),Percentage (%),Units,Undefined,7.0
2014/15,Female,65 to 74,No accounts (excluding POCAs),Percentage (%),Units,Undefined,5.0
2015/16,Female,65 to 74,No accounts (excluding POCAs),Percentage (%),Units,Undefined,5.0
2016/17,Female,65 to 74,No accounts (excluding POCAs),Percentage (%),Units,Undefined,4.0
2017/18,Female,65 to 74,No accounts (excluding POCAs),Percentage (%),Units,Undefined,4.0
2013/14,Female,65 to 74,Any Direct Payment Account (including POCAs),Percentage (%),Units,Undefined,93.0
2014/15,Female,65 to 74,Any Direct Payment Account (including POCAs),Percentage (%),Units,Undefined,96.0
2015/16,Female,65 to 74,Any Direct Payment Account (including POCAs),Percentage (%),Units,Undefined,95.0
2016/17,Female,65 to 74,Any Direct Payment Account (including POCAs),Percentage (%),Units,Undefined,96.0
2017/18,Female,65 to 74,Any Direct Payment Account (including POCAs),Percentage (%),Units,Undefined,96.0
2013/14,Female,65 to 74,Any Direct Payment Account (excluding POCAs),Percentage (%),Units,Undefined,92.0
2014/15,Female,65 to 74,Any Direct Payment Account (excluding POCAs),Percentage (%),Units,Undefined,95.0
2015/16,Female,65 to 74,Any Direct Payment Account (excluding POCAs),Percentage (%),Units,Undefined,94.0
2016/17,Female,65 to 74,Any Direct Payment Account (excluding POCAs),Percentage (%),Units,Undefined,95.0
2017/18,Female,65 to 74,Any Direct Payment Account (excluding POCAs),Percentage (%),Units,Undefined,95.0
2013/14,Female,75 to 84,Current account,Percentage (%),Units,Undefined,89.0
2014/15,Female,75 to 84,Current account,Percentage (%),Units,Undefined,89.0
2015/16,Female,75 to 84,Current account,Percentage (%),Units,Undefined,90.0
2016/17,Female,75 to 84,Current account,Percentage (%),Units,Undefined,91.0
2017/18,Female,75 to 84,Current account,Percentage (%),Units,Undefined,91.0
2013/14,Female,75 to 84,NS&I Savings Account,Percentage (%),Units,Undefined,2.0
2014/15,Female,75 to 84,NS&I Savings Account,Percentage (%),Units,Undefined,2.0
2015/16,Female,75 to 84,NS&I Savings Account,Percentage (%),Units,Undefined,3.0
2016/17,Female,75 to 84,NS&I Savings Account,Percentage (%),Units,Undefined,3.0
2017/18,Female,75 to 84,NS&I Savings Account,Percentage (%),Units,Undefined,2.0
2013/14,Female,75 to 84,Basic Bank account,Percentage (%),Units,Undefined,2.0
2014/15,Female,75 to 84,Basic Bank account,Percentage (%),Units,Undefined,2.0
2015/16,Female,75 to 84,Basic Bank account,Percentage (%),Units,Undefined,3.0
2016/17,Female,75 to 84,Basic Bank account,Percentage (%),Units,Undefined,2.0
2017/18,Female,75 to 84,Basic Bank account,Percentage (%),Units,Undefined,2.0
2013/14,Female,75 to 84,Post Office Card Account (POCA),Percentage (%),Units,Undefined,6.0
2014/15,Female,75 to 84,Post Office Card Account (POCA),Percentage (%),Units,Undefined,7.0
2015/16,Female,75 to 84,Post Office Card Account (POCA),Percentage (%),Units,Undefined,6.0
2016/17,Female,75 to 84,Post Office Card Account (POCA),Percentage (%),Units,Undefined,5.0
2017/18,Female,75 to 84,Post Office Card Account (POCA),Percentage (%),Units,Undefined,5.0
2013/14,Female,75 to 84,ISA,Percentage (%),Units,Undefined,44.0
2014/15,Female,75 to 84,ISA,Percentage (%),Units,Undefined,42.0
2015/16,Female,75 to 84,ISA,Percentage (%),Units,Undefined,42.0
2016/17,Female,75 to 84,ISA,Percentage (%),Units,Undefined,40.0
2017/18,Female,75 to 84,ISA,Percentage (%),Units,Undefined,34.0
2013/14,Female,75 to 84,Other Bank / Building Society account,Percentage (%),Units,Undefined,41.0
2014/15,Female,75 to 84,Other Bank / Building Society account,Percentage (%),Units,Undefined,40.0
2015/16,Female,75 to 84,Other Bank / Building Society account,Percentage (%),Units,Undefined,39.0
2016/17,Female,75 to 84,Other Bank / Building Society account,Percentage (%),Units,Undefined,39.0
2017/18,Female,75 to 84,Other Bank / Building Society account,Percentage (%),Units,Undefined,39.0
2013/14,Female,75 to 84,Stocks and shares / member of a Share Club,Percentage (%),Units,Undefined,13.0
2014/15,Female,75 to 84,Stocks and shares / member of a Share Club,Percentage (%),Units,Undefined,14.0
2015/16,Female,75 to 84,Stocks and shares / member of a Share Club,Percentage (%),Units,Undefined,16.0
2016/17,Female,75 to 84,Stocks and shares / member of a Share Club,Percentage (%),Units,Undefined,14.0
2017/18,Female,75 to 84,Stocks and shares / member of a Share Club,Percentage (%),Units,Undefined,14.0
2013/14,Female,75 to 84,Unit trusts,Percentage (%),Units,Undefined,3.0
2014/15,Female,75 to 84,Unit trusts,Percentage (%),Units,Undefined,3.0
2015/16,Female,75 to 84,Unit trusts,Percentage (%),Units,Undefined,3.0
2016/17,Female,75 to 84,Unit trusts,Percentage (%),Units,Undefined,3.0
2017/18,Female,75 to 84,Unit trusts,Percentage (%),Units,Undefined,3.0
2013/14,Female,75 to 84,Endowment Policy (not linked),Percentage (%),Units,Undefined,
2014/15,Female,75 to 84,Endowment Policy (not linked),Percentage (%),Units,Undefined,
2015/16,Female,75 to 84,Endowment Policy (not linked),Percentage (%),Units,Undefined,0.0
2016/17,Female,75 to 84,Endowment Policy (not linked),Percentage (%),Units,Undefined,
2017/18,Female,75 to 84,Endowment Policy (not linked),Percentage (%),Units,Undefined,0.0
2013/14,Female,75 to 84,Premium Bonds,Percentage (%),Units,Undefined,21.0
2014/15,Female,75 to 84,Premium Bonds,Percentage (%),Units,Undefined,23.0
2015/16,Female,75 to 84,Premium Bonds,Percentage (%),Units,Undefined,23.0
2016/17,Female,75 to 84,Premium Bonds,Percentage (%),Units,Undefined,21.0
2017/18,Female,75 to 84,Premium Bonds,Percentage (%),Units,Undefined,23.0
2013/14,Female,75 to 84,National Savings Bonds,Percentage (%),Units,Undefined,5.0
2014/15,Female,75 to 84,National Savings Bonds,Percentage (%),Units,Undefined,5.0
2015/16,Female,75 to 84,National Savings Bonds,Percentage (%),Units,Undefined,9.0
2016/17,Female,75 to 84,National Savings Bonds,Percentage (%),Units,Undefined,6.0
2017/18,Female,75 to 84,National Savings Bonds,Percentage (%),Units,Undefined,6.0
2013/14,Female,75 to 84,Company Share Scheme / profit sharing,Percentage (%),Units,Undefined,
2014/15,Female,75 to 84,Company Share Scheme / profit sharing,Percentage (%),Units,Undefined,0.0
2015/16,Female,75 to 84,Company Share Scheme / profit sharing,Percentage (%),Units,Undefined,
2016/17,Female,75 to 84,Company Share Scheme / profit sharing,Percentage (%),Units,Undefined,
2017/18,Female,75 to 84,Company Share Scheme / profit sharing,Percentage (%),Units,Undefined,
2013/14,Female,75 to 84,Credit Unions,Percentage (%),Units,Undefined,
2014/15,Female,75 to 84,Credit Unions,Percentage (%),Units,Undefined,
2015/16,Female,75 to 84,Credit Unions,Percentage (%),Units,Undefined,
2016/17,Female,75 to 84,Credit Unions,Percentage (%),Units,Undefined,1.0
2017/18,Female,75 to 84,Credit Unions,Percentage (%),Units,Undefined,
2013/14,Female,75 to 84,Any other type of asset,Percentage (%),Units,Undefined,1.0
2014/15,Female,75 to 84,Any other type of asset,Percentage (%),Units,Undefined,1.0
2015/16,Female,75 to 84,Any other type of asset,Percentage (%),Units,Undefined,
2016/17,Female,75 to 84,Any other type of asset,Percentage (%),Units,Undefined,
2017/18,Female,75 to 84,Any other type of asset,Percentage (%),Units,Undefined,1.0
2013/14,Female,75 to 84,,Percentage (%),Units,Undefined,95.0
2014/15,Female,75 to 84,,Percentage (%),Units,Undefined,95.0
2015/16,Female,75 to 84,,Percentage (%),Units,Undefined,94.0
2016/17,Female,75 to 84,,Percentage (%),Units,Undefined,95.0
2017/18,Female,75 to 84,,Percentage (%),Units,Undefined,95.0
2013/14,Female,75 to 84,Any type of account (excluding POCAs),Percentage (%),Units,Undefined,93.0
2014/15,Female,75 to 84,Any type of account (excluding POCAs),Percentage (%),Units,Undefined,93.0
2015/16,Female,75 to 84,Any type of account (excluding POCAs),Percentage (%),Units,Undefined,93.0
2016/17,Female,75 to 84,Any type of account (excluding POCAs),Percentage (%),Units,Undefined,94.0
2017/18,Female,75 to 84,Any type of account (excluding POCAs),Percentage (%),Units,Undefined,94.0
2013/14,Female,75 to 84,No accounts (including POCAs),Percentage (%),Units,Undefined,5.0
2014/15,Female,75 to 84,No accounts (including POCAs),Percentage (%),Units,Undefined,5.0
2015/16,Female,75 to 84,No accounts (including POCAs),Percentage (%),Units,Undefined,6.0
2016/17,Female,75 to 84,No accounts (including POCAs),Percentage (%),Units,Undefined,5.0
2017/18,Female,75 to 84,No accounts (including POCAs),Percentage (%),Units,Undefined,5.0
2013/14,Female,75 to 84,No accounts (excluding POCAs),Percentage (%),Units,Undefined,7.0
2014/15,Female,75 to 84,No accounts (excluding POCAs),Percentage (%),Units,Undefined,7.0
2015/16,Female,75 to 84,No accounts (excluding POCAs),Percentage (%),Units,Undefined,7.0
2016/17,Female,75 to 84,No accounts (excluding POCAs),Percentage (%),Units,Undefined,6.0
2017/18,Female,75 to 84,No accounts (excluding POCAs),Percentage (%),Units,Undefined,6.0
2013/14,Female,75 to 84,Any Direct Payment Account (including POCAs),Percentage (%),Units,Undefined,94.0
2014/15,Female,75 to 84,Any Direct Payment Account (including POCAs),Percentage (%),Units,Undefined,94.0
2015/16,Female,75 to 84,Any Direct Payment Account (including POCAs),Percentage (%),Units,Undefined,94.0
2016/17,Female,75 to 84,Any Direct Payment Account (including POCAs),Percentage (%),Units,Undefined,94.0
2017/18,Female,75 to 84,Any Direct Payment Account (including POCAs),Percentage (%),Units,Undefined,95.0
2013/14,Female,75 to 84,Any Direct Payment Account (excluding POCAs),Percentage (%),Units,Undefined,92.0
2014/15,Female,75 to 84,Any Direct Payment Account (excluding POCAs),Percentage (%),Units,Undefined,92.0
2015/16,Female,75 to 84,Any Direct Payment Account (excluding POCAs),Percentage (%),Units,Undefined,93.0
2016/17,Female,75 to 84,Any Direct Payment Account (excluding POCAs),Percentage (%),Units,Undefined,93.0
2017/18,Female,75 to 84,Any Direct Payment Account (excluding POCAs),Percentage (%),Units,Undefined,93.0
2013/14,Female,85 and over,Current account,Percentage (%),Units,Undefined,86.0
2014/15,Female,85 and over,Current account,Percentage (%),Units,Undefined,87.0
2015/16,Female,85 and over,Current account,Percentage (%),Units,Undefined,87.0
2016/17,Female,85 and over,Current account,Percentage (%),Units,Undefined,88.0
2017/18,Female,85 and over,Current account,Percentage (%),Units,Undefined,89.0
2013/14,Female,85 and over,NS&I Savings Account,Percentage (%),Units,Undefined,1.0
2014/15,Female,85 and over,NS&I Savings Account,Percentage (%),Units,Undefined,2.0
2015/16,Female,85 and over,NS&I Savings Account,Percentage (%),Units,Undefined,2.0
2016/17,Female,85 and over,NS&I Savings Account,Percentage (%),Units,Undefined,3.0
2017/18,Female,85 and over,NS&I Savings Account,Percentage (%),Units,Undefined,2.0
2013/14,Female,85 and over,Basic Bank account,Percentage (%),Units,Undefined,2.0
2014/15,Female,85 and over,Basic Bank account,Percentage (%),Units,Undefined,2.0
2015/16,Female,85 and over,Basic Bank account,Percentage (%),Units,Undefined,1.0
2016/17,Female,85 and over,Basic Bank account,Percentage (%),Units,Undefined,2.0
2017/18,Female,85 and over,Basic Bank account,Percentage (%),Units,Undefined,2.0
2013/14,Female,85 and over,Post Office Card Account (POCA),Percentage (%),Units,Undefined,9.0
2014/15,Female,85 and over,Post Office Card Account (POCA),Percentage (%),Units,Undefined,6.0
2015/16,Female,85 and over,Post Office Card Account (POCA),Percentage (%),Units,Undefined,9.0
2016/17,Female,85 and over,Post Office Card Account (POCA),Percentage (%),Units,Undefined,6.0
2017/18,Female,85 and over,Post Office Card Account (POCA),Percentage (%),Units,Undefined,7.0
2013/14,Female,85 and over,ISA,Percentage (%),Units,Undefined,36.0
2014/15,Female,85 and over,ISA,Percentage (%),Units,Undefined,32.0
2015/16,Female,85 and over,ISA,Percentage (%),Units,Undefined,32.0
2016/17,Female,85 and over,ISA,Percentage (%),Units,Undefined,33.0
2017/18,Female,85 and over,ISA,Percentage (%),Units,Undefined,33.0
2013/14,Female,85 and over,Other Bank / Building Society account,Percentage (%),Units,Undefined,34.0
2014/15,Female,85 and over,Other Bank / Building Society account,Percentage (%),Units,Undefined,43.0
2015/16,Female,85 and over,Other Bank / Building Society account,Percentage (%),Units,Undefined,38.0
2016/17,Female,85 and over,Other Bank / Building Society account,Percentage (%),Units,Undefined,35.0
2017/18,Female,85 and over,Other Bank / Building Society account,Percentage (%),Units,Undefined,37.0
2013/14,Female,85 and over,Stocks and shares / member of a Share Club,Percentage (%),Units,Undefined,13.0
2014/15,Female,85 and over,Stocks and shares / member of a Share Club,Percentage (%),Units,Undefined,14.0
2015/16,Female,85 and over,Stocks and shares / member of a Share Club,Percentage (%),Units,Undefined,14.0
2016/17,Female,85 and over,Stocks and shares / member of a Share Club,Percentage (%),Units,Undefined,13.0
2017/18,Female,85 and over,Stocks and shares / member of a Share Club,Percentage (%),Units,Undefined,11.0
2013/14,Female,85 and over,Unit trusts,Percentage (%),Units,Undefined,2.0
2014/15,Female,85 and over,Unit trusts,Percentage (%),Units,Undefined,2.0
2015/16,Female,85 and over,Unit trusts,Percentage (%),Units,Undefined,3.0
2016/17,Female,85 and over,Unit trusts,Percentage (%),Units,Undefined,3.0
2017/18,Female,85 and over,Unit trusts,Percentage (%),Units,Undefined,3.0
2013/14,Female,85 and over,Endowment Policy (not linked),Percentage (%),Units,Undefined,0.0
2014/15,Female,85 and over,Endowment Policy (not linked),Percentage (%),Units,Undefined,0.0
2015/16,Female,85 and over,Endowment Policy (not linked),Percentage (%),Units,Undefined,0.0
2016/17,Female,85 and over,Endowment Policy (not linked),Percentage (%),Units,Undefined,0.0
2017/18,Female,85 and over,Endowment Policy (not linked),Percentage (%),Units,Undefined,
2013/14,Female,85 and over,Premium Bonds,Percentage (%),Units,Undefined,18.0
2014/15,Female,85 and over,Premium Bonds,Percentage (%),Units,Undefined,20.0
2015/16,Female,85 and over,Premium Bonds,Percentage (%),Units,Undefined,20.0
2016/17,Female,85 and over,Premium Bonds,Percentage (%),Units,Undefined,19.0
2017/18,Female,85 and over,Premium Bonds,Percentage (%),Units,Undefined,21.0
2013/14,Female,85 and over,National Savings Bonds,Percentage (%),Units,Undefined,6.0
2014/15,Female,85 and over,National Savings Bonds,Percentage (%),Units,Undefined,4.0
2015/16,Female,85 and over,National Savings Bonds,Percentage (%),Units,Undefined,4.0
2016/17,Female,85 and over,National Savings Bonds,Percentage (%),Units,Undefined,6.0
2017/18,Female,85 and over,National Savings Bonds,Percentage (%),Units,Undefined,5.0
2013/14,Female,85 and over,Company Share Scheme / profit sharing,Percentage (%),Units,Undefined,0.0
2014/15,Female,85 and over,Company Share Scheme / profit sharing,Percentage (%),Units,Undefined,0.0
2015/16,Female,85 and over,Company Share Scheme / profit sharing,Percentage (%),Units,Undefined,
2016/17,Female,85 and over,Company Share Scheme / profit sharing,Percentage (%),Units,Undefined,
2017/18,Female,85 and over,Company Share Scheme / profit sharing,Percentage (%),Units,Undefined,0.0
2013/14,Female,85 and over,Credit Unions,Percentage (%),Units,Undefined,
2014/15,Female,85 and over,Credit Unions,Percentage (%),Units,Undefined,0.0
2015/16,Female,85 and over,Credit Unions,Percentage (%),Units,Undefined,
2016/17,Female,85 and over,Credit Unions,Percentage (%),Units,Undefined,
2017/18,Female,85 and over,Credit Unions,Percentage (%),Units,Undefined,
2013/14,Female,85 and over,Any other type of asset,Percentage (%),Units,Undefined,
2014/15,Female,85 and over,Any other type of asset,Percentage (%),Units,Undefined,1.0
2015/16,Female,85 and over,Any other type of asset,Percentage (%),Units,Undefined,1.0
2016/17,Female,85 and over,Any other type of asset,Percentage (%),Units,Undefined,
2017/18,Female,85 and over,Any other type of asset,Percentage (%),Units,Undefined,
2013/14,Female,85 and over,,Percentage (%),Units,Undefined,93.0
2014/15,Female,85 and over,,Percentage (%),Units,Undefined,93.0
2015/16,Female,85 and over,,Percentage (%),Units,Undefined,92.0
2016/17,Female,85 and over,,Percentage (%),Units,Undefined,94.0
2017/18,Female,85 and over,,Percentage (%),Units,Undefined,94.0
2013/14,Female,85 and over,Any type of account (excluding POCAs),Percentage (%),Units,Undefined,91.0
2014/15,Female,85 and over,Any type of account (excluding POCAs),Percentage (%),Units,Undefined,92.0
2015/16,Female,85 and over,Any type of account (excluding POCAs),Percentage (%),Units,Undefined,90.0
2016/17,Female,85 and over,Any type of account (excluding POCAs),Percentage (%),Units,Undefined,92.0
2017/18,Female,85 and over,Any type of account (excluding POCAs),Percentage (%),Units,Undefined,91.0
2013/14,Female,85 and over,No accounts (including POCAs),Percentage (%),Units,Undefined,7.0
2014/15,Female,85 and over,No accounts (including POCAs),Percentage (%),Units,Undefined,7.0
2015/16,Female,85 and over,No accounts (including POCAs),Percentage (%),Units,Undefined,8.0
2016/17,Female,85 and over,No accounts (including POCAs),Percentage (%),Units,Undefined,6.0
2017/18,Female,85 and over,No accounts (including POCAs),Percentage (%),Units,Undefined,6.0
2013/14,Female,85 and over,No accounts (excluding POCAs),Percentage (%),Units,Undefined,9.0
2014/15,Female,85 and over,No accounts (excluding POCAs),Percentage (%),Units,Undefined,8.0
2015/16,Female,85 and over,No accounts (excluding POCAs),Percentage (%),Units,Undefined,10.0
